,team1,team2,Result,year,outcome,Year.x,Random.x,Season.x,SeasonStart.x,Year.y,Random.y,Season.y,SeasonStart.y,Year,List,T1MinutesPlayed,T2MinutesPlayed,T1FieldGoals,T2FieldGoals,T1FieldGoalAttpt,T2FieldGoalAttpt,T1FieldGoalPct,T2FieldGoalPct,T1FieldGoals2P,T2FieldGoals2P,T1FieldGoalAttpt2P,T2FieldGoalAttpt2P,T1FieldGoals2PPct,T2FieldGoals2PPct,T1FieldGoals3P,T2FieldGoals3P,T1FieldGoalAttpt3P,T2FieldGoalAttpt3P,T1FieldGoals3PPct,T2FieldGoals3PPct,T1FreeThrows,T2FreeThrows,T1FreeThrowAttpt,T2FreeThrowAttpt,T1FreeThrowPct,T2FreeThrowPct,T1GamesPlayed,T2GamesPlayed,T1GamesWon,T2GamesWon,T1GamesLost,T2GamesLost,T1WinLossRatio,T2WinLossRatio,T1PointsScored,T2PointsScored
75,Marquette,Xavier,W 66-55,2011,1,11,184,2010-11,2010,11,1484,2010-11,2010,11,75,7425,6500,973,784,2094,1700,0.465,0.461,782,611,1547,1174,0.505,0.52,191,173,547,526,0.349,0.329,645,565,927,756,0.696,0.747,37,32,22,24,15,8,0.595,0.75,2782,2306
76,George Mason,Ohio State,L 66-98,2011,0,11,864,2010-11,2010,11,106,2010-11,2010,11,76,6875,7425,876,1017,1861,2059,0.471,0.494,649,732,1287,1385,0.504,0.529,227,285,574,674,0.395,0.423,495,535,718,763,0.689,0.701,34,37,27,34,7,3,0.794,0.919,2474,2854
77,Marquette,Syracuse,W 66-62,2011,1,11,184,2010-11,2010,11,598,2010-11,2010,11,77,7425,7050,973,936,2094,1983,0.465,0.472,782,714,1547,1355,0.505,0.527,191,222,547,628,0.349,0.354,645,474,927,713,0.696,0.665,37,35,22,27,15,8,0.595,0.771,2782,2568
78,Georgia,Washington,L 65-68,2011,0,11,1666,2010-11,2010,11,77,2010-11,2010,11,78,6750,7050,823,1061,1822,2260,0.452,0.469,667,756,1366,1439,0.488,0.525,156,305,456,821,0.342,0.371,465,480,667,712,0.697,0.674,33,35,21,24,12,11,0.636,0.686,2267,2907
79,Purdue,St. Peter's,W 65-43,2011,1,11,889,2010-11,2010,11,2475,2010-11,2010,11,79,6825,6828,875,713,1957,1782,0.447,0.4,640,516,1312,1209,0.488,0.427,235,197,645,573,0.364,0.344,481,446,673,693,0.715,0.644,34,34,26,20,8,14,0.765,0.588,2466,2069
80,UCLA,Florida,L 65-73,2011,0,11,1189,2010-11,2010,11,377,2010-11,2010,11,80,6876,7575,830,968,1824,2083,0.455,0.465,657,735,1295,1422,0.507,0.517,173,233,529,661,0.327,0.352,549,498,808,744,0.679,0.669,34,37,23,29,11,8,0.676,0.784,2382,2667
81,Kansas State,Wisconsin,L 65-70,2011,0,11,851,2010-11,2010,11,1473,2010-11,2010,11,81,6800,6849,849,798,1939,1808,0.438,0.441,612,520,1308,1064,0.468,0.489,237,278,631,744,0.376,0.374,542,436,828,533,0.655,0.818,34,34,23,25,11,9,0.676,0.735,2477,2310
82,Richmond,Morehead State,W 65-48,2011,1,11,572,2010-11,2010,11,1082,2010-11,2010,11,82,7450,7069,922,851,2007,1874,0.459,0.454,635,647,1272,1273,0.499,0.508,287,204,735,601,0.39,0.339,446,506,649,751,0.687,0.674,37,35,29,25,8,10,0.784,0.714,2577,2412
83,UConn,Arizona,W 65-63,2011,1,11,56,2010-11,2010,11,78,2010-11,2010,11,83,8350,7700,1053,969,2429,2064,0.434,0.469,819,673,1718,1319,0.477,0.51,234,296,711,745,0.329,0.397,627,671,822,899,0.763,0.746,41,38,32,30,9,8,0.78,0.789,2967,2905
84,Penn State,Temple,L 64-66,2011,0,11,2186,2010-11,2010,11,1129,2010-11,2010,11,84,6800,6875,767,868,1748,1943,0.439,0.447,551,662,1110,1360,0.496,0.487,216,206,638,583,0.339,0.353,394,458,544,656,0.724,0.698,34,34,19,26,15,8,0.559,0.765,2144,2400
85,Temple,San Diego State,L 64-71 (2OT),2011,0,11,1129,2010-11,2010,11,386,2010-11,2010,11,85,6875,7450,868,991,1943,2141,0.447,0.463,662,768,1360,1502,0.487,0.511,206,223,583,639,0.353,0.349,458,455,656,653,0.698,0.697,34,37,26,34,8,3,0.765,0.919,2400,2660
86,Missouri,Cincinnati,L 63-78,2011,0,11,237,2010-11,2010,11,1083,2010-11,2010,11,86,6875,7025,983,848,2145,1939,0.458,0.437,738,628,1476,1288,0.5,0.488,245,220,669,651,0.366,0.338,537,496,727,742,0.739,0.668,34,35,23,26,11,9,0.676,0.743,2748,2412
87,West Virginia,Kentucky,L 63-71,2011,0,11,1497,2010-11,2010,11,114,2010-11,2010,11,87,6600,7625,783,1002,1826,2183,0.429,0.459,577,721,1215,1476,0.475,0.488,206,281,611,707,0.337,0.397,531,560,747,789,0.711,0.71,33,38,21,29,12,9,0.636,0.763,2303,2845
88,Marquette,UNC,L 63-81,2011,0,11,184,2010-11,2010,11,96,2010-11,2010,11,88,7425,7424,973,1044,2094,2317,0.465,0.451,782,854,1547,1738,0.505,0.491,191,190,547,579,0.349,0.328,645,590,927,878,0.696,0.672,37,37,22,29,15,8,0.595,0.784,2782,2868
89,Arizona,UConn,L 63-65,2011,0,11,78,2010-11,2010,11,56,2010-11,2010,11,89,7700,8350,969,1053,2064,2429,0.469,0.434,673,819,1319,1718,0.51,0.477,296,234,745,711,0.397,0.329,671,627,899,822,0.746,0.763,38,41,30,32,8,9,0.789,0.78,2905,2967
90,Morehead State,Louisville,W 62-61,2011,1,11,1082,2010-11,2010,11,466,2010-11,2010,11,90,7069,7125,851,949,1874,2097,0.454,0.453,647,640,1273,1243,0.508,0.515,204,309,601,854,0.339,0.362,506,416,751,627,0.674,0.663,35,35,25,25,10,10,0.714,0.714,2412,2623
91,UNLV,Illinois,L 62-73,2011,0,11,1252,2010-11,2010,11,1079,2010-11,2010,11,91,6625,6825,842,894,1836,1910,0.459,0.468,658,662,1278,1310,0.515,0.505,184,232,558,600,0.33,0.387,495,393,718,539,0.689,0.729,33,34,24,20,9,14,0.727,0.588,2363,2413
92,Syracuse,Marquette,L 62-66,2011,0,11,598,2010-11,2010,11,184,2010-11,2010,11,92,7050,7425,936,973,1983,2094,0.472,0.465,714,782,1355,1547,0.527,0.505,222,191,628,547,0.354,0.349,474,645,713,927,0.665,0.696,35,37,27,22,8,15,0.771,0.595,2568,2782
93,Kentucky,Ohio State,W 62-60,2011,1,11,114,2010-11,2010,11,106,2010-11,2010,11,93,7625,7425,1002,1017,2183,2059,0.459,0.494,721,732,1476,1385,0.488,0.529,281,285,707,674,0.397,0.423,560,535,789,763,0.71,0.701,38,37,29,34,9,3,0.763,0.919,2845,2854
94,VCU,Butler,L 62-70,2011,0,11,100,2010-11,2010,11,302,2010-11,2010,11,94,8100,7700,968,919,2228,2122,0.434,0.433,629,630,1311,1300,0.48,0.485,339,289,917,822,0.37,0.352,589,580,824,799,0.715,0.726,40,38,28,28,12,10,0.7,0.737,2864,2707
95,Alabama State,UTSA,L 61-70,2011,0,11,2171,2010-11,2010,11,1181,2010-11,2010,11,95,7050,6800,728,802,1841,1871,0.395,0.429,563,568,1258,1204,0.448,0.472,165,234,583,667,0.283,0.351,525,546,870,774,0.603,0.705,35,34,17,20,18,14,0.486,0.588,2146,2384
96,Louisville,Morehead State,L 61-62,2011,0,11,466,2010-11,2010,11,1082,2010-11,2010,11,96,7125,7069,949,851,2097,1874,0.453,0.454,640,647,1243,1273,0.515,0.508,309,204,854,601,0.362,0.339,416,506,627,751,0.663,0.674,35,35,25,25,10,10,0.714,0.714,2623,2412
97,George Mason,Villanova,W 61-57,2011,1,11,864,2010-11,2010,11,1182,2010-11,2010,11,97,6875,6625,876,796,1861,1819,0.471,0.438,649,586,1287,1215,0.504,0.482,227,210,574,604,0.395,0.348,495,582,718,769,0.689,0.757,34,33,27,21,7,12,0.794,0.636,2474,2384
98,Butler,Wisconsin,W 61-54,2011,1,11,302,2010-11,2010,11,1473,2010-11,2010,11,98,7700,6849,919,798,2122,1808,0.433,0.441,630,520,1300,1064,0.485,0.489,289,278,822,744,0.352,0.374,580,436,799,533,0.726,0.818,38,34,28,25,10,9,0.737,0.735,2707,2310
99,Kansas,VCU,L 61-71,2011,0,11,23,2010-11,2010,11,100,2010-11,2010,11,99,7625,8100,1114,968,2193,2228,0.508,0.434,843,629,1483,1311,0.568,0.48,271,339,710,917,0.382,0.37,585,589,862,824,0.679,0.715,38,40,35,28,3,12,0.921,0.7,3084,2864
100,Butler,Old Dominion,W 60-58,2011,1,11,302,2010-11,2010,11,1817,2010-11,2010,11,100,7700,6800,919,803,2122,1828,0.433,0.439,630,637,1300,1323,0.485,0.481,289,166,822,505,0.352,0.329,580,459,799,687,0.726,0.668,38,34,28,27,10,7,0.737,0.794,2707,2231
101,Indiana State,Syracuse,L 60-77,2011,0,11,1731,2010-11,2010,11,598,2010-11,2010,11,101,6900,7050,769,936,1793,1983,0.429,0.472,534,714,1144,1355,0.467,0.527,235,222,649,628,0.362,0.354,480,474,676,713,0.71,0.665,34,35,20,27,14,8,0.588,0.771,2253,2568
102,Ohio State,Kentucky,L 60-62,2011,0,11,106,2010-11,2010,11,114,2010-11,2010,11,102,7425,7625,1017,1002,2059,2183,0.494,0.459,732,721,1385,1476,0.529,0.488,285,281,674,707,0.423,0.397,535,560,763,789,0.701,0.71,37,38,34,29,3,9,0.919,0.763,2854,2845
103,VCU,USC,W 59-46,2011,1,11,100,2010-11,2010,11,1734,2010-11,2010,11,103,8100,6825,968,813,2228,1832,0.434,0.444,629,609,1311,1255,0.48,0.485,339,204,917,577,0.37,0.354,589,422,824,648,0.715,0.651,40,34,28,19,12,15,0.7,0.559,2864,2252
104,Kentucky,Princeton,W 59-57,2011,1,11,114,2010-11,2010,11,1890,2010-11,2010,11,104,7625,6525,1002,788,2183,1696,0.459,0.465,721,595,1476,1165,0.488,0.511,281,193,707,531,0.397,0.363,560,446,789,609,0.71,0.732,38,32,29,25,9,7,0.763,0.781,2845,2215
105,Illinois,Kansas,L 59-73,2011,0,11,1079,2010-11,2010,11,23,2010-11,2010,11,105,6825,7625,894,1114,1910,2193,0.468,0.508,662,843,1310,1483,0.505,0.568,232,271,600,710,0.387,0.382,393,585,539,862,0.729,0.679,34,38,20,35,14,3,0.588,0.921,2413,3084
106,Belmont,Wisconsin,L 58-72,2011,0,11,173,2010-11,2010,11,1473,2010-11,2010,11,106,7050,6849,944,798,2045,1808,0.462,0.441,617,520,1181,1064,0.522,0.489,327,278,864,744,0.378,0.374,575,436,781,533,0.736,0.818,35,34,30,25,5,9,0.857,0.735,2790,2310
107,Old Dominion,Butler,L 58-60,2011,0,11,1817,2010-11,2010,11,302,2010-11,2010,11,107,6800,7700,803,919,1828,2122,0.439,0.433,637,630,1323,1300,0.481,0.485,166,289,505,822,0.329,0.352,459,580,687,799,0.668,0.726,34,38,27,28,7,10,0.794,0.737,2231,2707
108,Cincinnati,UConn,L 58-69,2011,0,11,1083,2010-11,2010,11,56,2010-11,2010,11,108,7025,8350,848,1053,1939,2429,0.437,0.434,628,819,1288,1718,0.488,0.477,220,234,651,711,0.338,0.329,496,627,742,822,0.668,0.763,35,41,26,32,9,9,0.743,0.78,2412,2967
109,Princeton,Kentucky,L 57-59,2011,0,11,1890,2010-11,2010,11,114,2010-11,2010,11,109,6525,7625,788,1002,1696,2183,0.465,0.459,595,721,1165,1476,0.511,0.488,193,281,531,707,0.363,0.397,446,560,609,789,0.732,0.71,32,38,25,29,7,9,0.781,0.763,2215,2845
110,Florida State,Texas A&M,W 57-50,2011,1,11,1313,2010-11,2010,11,1728,2010-11,2010,11,110,6825,6700,827,758,1903,1719,0.435,0.441,615,577,1269,1185,0.485,0.487,212,181,634,534,0.334,0.339,482,557,725,799,0.665,0.697,34,33,23,24,11,9,0.676,0.727,2348,2254
111,Villanova,George Mason,L 57-61,2011,0,11,1182,2010-11,2010,11,864,2010-11,2010,11,111,6625,6875,796,876,1819,1861,0.438,0.471,586,649,1215,1287,0.482,0.504,210,227,604,574,0.348,0.395,582,495,769,718,0.757,0.689,33,34,21,27,12,7,0.636,0.794,2384,2474
112,Notre Dame,Florida State,L 57-71,2011,0,11,626,2010-11,2010,11,1313,2010-11,2010,11,112,6900,6825,843,827,1832,1903,0.46,0.435,570,615,1124,1269,0.507,0.485,273,212,708,634,0.386,0.334,599,482,827,725,0.724,0.665,34,34,27,23,7,11,0.794,0.676,2558,2348
113,Richmond,Kansas,L 57-77,2011,0,11,572,2010-11,2010,11,23,2010-11,2010,11,113,7450,7625,922,1114,2007,2193,0.459,0.508,635,843,1272,1483,0.499,0.568,287,271,735,710,0.39,0.382,446,585,649,862,0.687,0.679,37,38,29,35,8,3,0.784,0.921,2577,3084
114,Akron,Notre Dame,L 56-69,2011,0,11,706,2010-11,2010,11,626,2010-11,2010,11,114,7325,6900,892,843,2073,1832,0.43,0.46,609,570,1288,1124,0.473,0.507,283,273,785,708,0.361,0.386,457,599,649,827,0.704,0.724,36,34,23,27,13,7,0.639,0.794,2524,2558
115,Georgetown,VCU,L 56-74,2011,0,11,1713,2010-11,2010,11,100,2010-11,2010,11,115,6426,8100,809,968,1703,2228,0.475,0.434,586,629,1072,1311,0.547,0.48,223,339,631,917,0.353,0.37,417,589,568,824,0.734,0.715,32,40,21,28,11,12,0.656,0.7,2258,2864
116,UConn,Kentucky,W 56-55,2011,1,11,56,2010-11,2010,11,114,2010-11,2010,11,116,8350,7625,1053,1002,2429,2183,0.434,0.459,819,721,1718,1476,0.477,0.488,234,281,711,707,0.329,0.397,627,560,822,789,0.763,0.71,41,38,32,29,9,9,0.78,0.763,2967,2845
117,Xavier,Marquette,L 55-66,2011,0,11,1484,2010-11,2010,11,184,2010-11,2010,11,117,6500,7425,784,973,1700,2094,0.461,0.465,611,782,1174,1547,0.52,0.505,173,191,526,547,0.329,0.349,565,645,756,927,0.747,0.696,32,37,24,22,8,15,0.75,0.595,2306,2782
118,Kentucky,UConn,L 55-56,2011,0,11,114,2010-11,2010,11,56,2010-11,2010,11,118,7625,8350,1002,1053,2183,2429,0.459,0.434,721,819,1476,1718,0.488,0.477,281,234,707,711,0.397,0.329,560,627,789,822,0.71,0.763,38,41,29,32,9,9,0.763,0.78,2845,2967
119,Wisconsin,Butler,L 54-61,2011,0,11,1473,2010-11,2010,11,302,2010-11,2010,11,119,6849,7700,798,919,1808,2122,0.441,0.433,520,630,1064,1300,0.489,0.485,278,289,744,822,0.374,0.352,436,580,533,799,0.818,0.726,34,38,25,28,9,10,0.735,0.737,2310,2707
120,Boston U.,Kansas,L 53-72,2011,0,11,1654,2010-11,2010,11,23,2010-11,2010,11,120,7025,7625,749,1114,1865,2193,0.402,0.508,484,843,1118,1483,0.433,0.568,265,271,747,710,0.355,0.382,507,585,695,862,0.729,0.679,35,38,21,35,14,3,0.6,0.921,2270,3084
121,UConn,Butler,W 53-41,2011,1,11,56,2010-11,2010,11,302,2010-11,2010,11,121,8350,7700,1053,919,2429,2122,0.434,0.433,819,630,1718,1300,0.477,0.485,234,289,711,822,0.329,0.352,627,580,822,799,0.763,0.726,41,38,32,28,9,10,0.78,0.737,2967,2707
122,UAB,Clemson,L 52-70,2011,0,11,2277,2010-11,2010,11,1395,2010-11,2010,11,122,6350,6850,756,810,1725,1827,0.438,0.443,517,593,1027,1197,0.503,0.495,239,217,698,630,0.342,0.344,368,493,513,703,0.717,0.701,31,34,22,22,9,12,0.71,0.647,2119,2330
123,Bucknell,UConn,L 52-81,2011,0,11,1167,2010-11,2010,11,56,2010-11,2010,11,123,6826,8350,827,1053,1855,2429,0.446,0.434,593,819,1270,1718,0.467,0.477,234,234,585,711,0.4,0.329,499,627,633,822,0.788,0.763,34,41,25,32,9,9,0.735,0.78,2387,2967
124,UCSB,Florida,L 51-79,2011,0,11,2065,2010-11,2010,11,377,2010-11,2010,11,124,6475,7575,742,968,1636,2083,0.454,0.465,515,735,1025,1422,0.502,0.517,227,233,611,661,0.372,0.352,459,498,610,744,0.752,0.669,32,37,18,29,14,8,0.563,0.784,2170,2667
125,UNC Asheville,Pitt,L 51-74,2011,0,11,754,2010-11,2010,11,734,2010-11,2010,11,125,6951,6825,881,886,1950,1866,0.452,0.475,713,684,1435,1354,0.497,0.505,168,202,515,512,0.326,0.395,576,540,810,805,0.711,0.671,34,34,20,28,14,6,0.588,0.824,2506,2514
126,Northern Colo.,San Diego State,L 50-68,2011,0,11,1566,2010-11,2010,11,386,2010-11,2010,11,126,6400,7450,731,991,1708,2141,0.428,0.463,477,768,1051,1502,0.454,0.511,254,223,657,639,0.387,0.349,571,455,742,653,0.77,0.697,32,37,21,34,11,3,0.656,0.919,2287,2660
127,Texas A&M,Florida State,L 50-57,2011,0,11,1728,2010-11,2010,11,1313,2010-11,2010,11,127,6700,6825,758,827,1719,1903,0.441,0.435,577,615,1185,1269,0.487,0.485,181,212,534,634,0.339,0.334,557,482,799,725,0.697,0.665,33,34,24,23,9,11,0.727,0.676,2254,2348
128,Morehead State,Richmond,L 48-65,2011,0,11,1082,2010-11,2010,11,572,2010-11,2010,11,128,7069,7450,851,922,1874,2007,0.454,0.459,647,635,1273,1272,0.508,0.499,204,287,601,735,0.339,0.39,506,446,751,649,0.674,0.687,35,37,25,29,10,8,0.714,0.784,2412,2577
129,USC,VCU,L 46-59,2011,0,11,1734,2010-11,2010,11,100,2010-11,2010,11,129,6825,8100,813,968,1832,2228,0.444,0.434,609,629,1255,1311,0.485,0.48,204,339,577,917,0.354,0.37,422,589,648,824,0.651,0.715,34,40,19,28,15,12,0.559,0.7,2252,2864
130,UTSA,Ohio State,L 46-75,2011,0,11,1181,2010-11,2010,11,106,2010-11,2010,11,130,6800,7425,802,1017,1871,2059,0.429,0.494,568,732,1204,1385,0.472,0.529,234,285,667,674,0.351,0.423,546,535,774,763,0.705,0.701,34,37,20,34,14,3,0.588,0.919,2384,2854
131,Hampton,Duke,L 45-87,2011,0,11,1974,2010-11,2010,11,45,2010-11,2010,11,131,6700,7400,746,1040,1843,2206,0.405,0.471,533,749,1185,1428,0.45,0.525,213,291,658,778,0.324,0.374,492,622,759,826,0.648,0.753,33,37,24,32,9,5,0.727,0.865,2197,2993
132,Tennessee,Michigan,L 45-75,2011,0,11,1201,2010-11,2010,11,1402,2010-11,2010,11,132,6850,7050,837,847,1941,1889,0.431,0.448,662,564,1358,1085,0.487,0.52,175,283,583,804,0.3,0.352,527,351,770,502,0.684,0.699,34,35,19,21,15,14,0.559,0.6,2376,2328
133,St. Peter's,Purdue,L 43-65,2011,0,11,2475,2010-11,2010,11,889,2010-11,2010,11,133,6828,6825,713,875,1782,1957,0.4,0.447,516,640,1209,1312,0.427,0.488,197,235,573,645,0.344,0.364,446,481,693,673,0.644,0.715,34,34,20,26,14,8,0.588,0.765,2069,2466
134,Butler,UConn,L 41-53,2011,0,11,302,2010-11,2010,11,56,2010-11,2010,11,134,7700,8350,919,1053,2122,2429,0.433,0.434,630,819,1300,1718,0.485,0.477,289,234,822,711,0.352,0.329,580,627,799,822,0.726,0.763,38,41,28,32,10,9,0.737,0.78,2707,2967
135,Kentucky,Indiana,W 102-90,2012,1,12,14,2011-12,2011,12,185,2011-12,2011,12,135,8000,7200,1096,949,2248,1928,0.488,0.492,871,720,1653,1397,0.527,0.515,225,229,595,531,0.378,0.431,678,655,938,858,0.723,0.763,40,36,38,27,2,9,0.95,0.75,3095,2782
136,Indiana,Kentucky,L 90-102,2012,0,12,185,2011-12,2011,12,14,2011-12,2011,12,136,7200,8000,949,1096,1928,2248,0.492,0.488,720,871,1397,1653,0.515,0.527,229,225,531,595,0.431,0.378,655,678,858,938,0.763,0.723,36,40,27,38,9,2,0.75,0.95,2782,3095
137,Michigan State,LIU,W 89-67,2012,1,12,401,2011-12,2011,12,210,2011-12,2011,12,137,7425,6825,960,920,2012,1940,0.477,0.474,760,695,1457,1334,0.522,0.521,200,225,555,606,0.36,0.371,531,704,759,965,0.7,0.73,37,34,29,25,8,9,0.784,0.735,2651,2769
138,Marquette,BYU,W 88-68,2012,1,12,423,2011-12,2011,12,270,2011-12,2011,12,138,7000,7000,919,977,2033,2099,0.452,0.465,718,744,1437,1420,0.5,0.524,201,233,596,679,0.337,0.343,599,540,831,771,0.721,0.7,35,35,27,26,8,9,0.771,0.743,2638,2727
139,Kentucky,Iowa State,W 87-71,2012,1,12,14,2011-12,2011,12,801,2011-12,2011,12,139,8000,6800,1096,847,2248,1888,0.488,0.449,871,554,1653,1102,0.527,0.503,225,293,595,786,0.378,0.373,678,503,938,731,0.723,0.688,40,34,38,23,2,11,0.95,0.676,3095,2490
140,UNC,Creighton,W 87-73,2012,1,12,16,2011-12,2011,12,203,2011-12,2011,12,140,7625,7050,1134,975,2473,1935,0.459,0.504,940,688,1893,1258,0.497,0.547,194,287,580,677,0.334,0.424,629,535,922,737,0.682,0.726,38,35,32,29,6,6,0.842,0.829,3091,2772
141,Norfolk State,Missouri,W 86-84,2012,1,12,832,2011-12,2011,12,153,2011-12,2011,12,141,7275,7025,870,981,1977,1945,0.44,0.504,672,688,1342,1208,0.501,0.57,198,293,635,737,0.312,0.398,544,559,829,730,0.656,0.766,36,35,26,30,10,5,0.722,0.857,2482,2814
142,Missouri,Norfolk State,L 84-86,2012,0,12,153,2011-12,2011,12,832,2011-12,2011,12,142,7025,7275,981,870,1945,1977,0.504,0.44,688,672,1208,1342,0.57,0.501,293,198,737,635,0.398,0.312,559,544,730,829,0.766,0.656,35,36,30,26,5,10,0.857,0.722,2814,2482
143,Florida,Norfolk State,W 84-50,2012,1,12,159,2011-12,2011,12,832,2011-12,2011,12,143,7475,7275,976,870,2106,1977,0.463,0.44,619,672,1167,1342,0.53,0.501,357,198,939,635,0.38,0.312,499,544,700,829,0.713,0.656,37,36,26,26,11,10,0.703,0.722,2808,2482
144,Kentucky,Baylor,W 82-70,2012,1,12,14,2011-12,2011,12,119,2011-12,2011,12,144,8000,7625,1096,1004,2248,2148,0.488,0.467,871,745,1653,1472,0.527,0.506,225,259,595,676,0.378,0.383,678,572,938,759,0.723,0.754,40,38,38,30,2,8,0.95,0.789,3095,2839
145,Kentucky,Western Ky.,W 81-66,2012,1,12,14,2011-12,2011,12,1647,2011-12,2011,12,145,8000,7050,1096,769,2248,1952,0.488,0.394,871,574,1653,1314,0.527,0.437,225,195,595,638,0.378,0.306,678,539,938,785,0.723,0.687,40,35,38,16,2,19,0.95,0.457,3095,2272
146,Ohio State,Cincinnati,W 81-66,2012,1,12,75,2011-12,2011,12,712,2011-12,2011,12,146,7800,7500,1057,924,2219,2194,0.476,0.421,858,664,1623,1431,0.529,0.464,199,260,596,763,0.334,0.341,600,414,846,643,0.709,0.644,39,37,31,26,8,11,0.795,0.703,2913,2522
147,Baylor,Colorado,W 80-63,2012,1,12,119,2011-12,2011,12,1012,2011-12,2011,12,147,7625,7225,1004,835,2148,1874,0.467,0.446,745,636,1472,1302,0.506,0.488,259,199,676,572,0.383,0.348,572,560,759,810,0.754,0.691,38,36,30,24,8,12,0.789,0.667,2839,2429
148,Kansas,UNC,W 80-67,2012,1,12,98,2011-12,2011,12,16,2011-12,2011,12,148,7825,7625,1023,1134,2169,2473,0.472,0.459,801,940,1526,1893,0.525,0.497,222,194,643,580,0.345,0.334,597,629,863,922,0.692,0.682,39,38,32,32,7,6,0.821,0.842,2865,3091
149,Vanderbilt,Harvard,W 79-70,2012,1,12,488,2011-12,2011,12,2594,2011-12,2011,12,149,7275,6225,885,695,1921,1490,0.461,0.466,578,510,1129,972,0.512,0.525,307,185,792,518,0.388,0.357,538,458,770,613,0.699,0.747,36,31,25,26,11,5,0.694,0.839,2615,2033
150,Indiana,New Mexico St.,W 79-66,2012,1,12,185,2011-12,2011,12,156,2011-12,2011,12,150,7200,7225,949,970,1928,2045,0.492,0.474,720,805,1397,1540,0.515,0.523,229,165,531,505,0.431,0.327,655,707,858,1058,0.763,0.668,36,36,27,26,9,10,0.75,0.722,2782,2812
151,NC State,San Diego State,W 79-65,2012,1,12,321,2011-12,2011,12,1066,2011-12,2011,12,151,7425,6900,977,863,2134,1903,0.458,0.453,779,666,1577,1325,0.494,0.503,198,197,557,578,0.355,0.341,545,493,774,703,0.704,0.701,37,34,24,26,13,8,0.649,0.765,2697,2416
152,BYU,Iona,W 78-72,2012,1,12,270,2011-12,2011,12,252,2011-12,2011,12,152,7000,6676,977,1021,2099,2033,0.465,0.502,744,767,1420,1377,0.524,0.557,233,254,679,656,0.343,0.387,540,440,771,617,0.7,0.713,35,33,26,25,9,8,0.743,0.758,2727,2736
153,Ohio State,Loyola (MD),W 78-59,2012,1,12,75,2011-12,2011,12,1851,2011-12,2011,12,153,7800,6600,1057,755,2219,1775,0.476,0.425,858,591,1623,1291,0.529,0.458,199,164,596,484,0.334,0.339,600,548,846,762,0.709,0.719,39,33,31,24,8,9,0.795,0.727,2913,2222
154,Iowa State,UConn,W 77-64,2012,1,12,801,2011-12,2011,12,1368,2011-12,2011,12,154,6800,6875,847,858,1888,1900,0.449,0.452,554,673,1102,1343,0.503,0.501,293,185,786,557,0.373,0.332,503,435,731,657,0.688,0.662,34,34,23,20,11,14,0.676,0.588,2490,2336
155,Gonzaga,West Virginia,W 77-54,2012,1,12,995,2011-12,2011,12,1321,2011-12,2011,12,155,6626,6775,823,838,1740,1914,0.473,0.438,608,664,1173,1331,0.518,0.499,215,174,567,583,0.379,0.298,575,496,803,739,0.716,0.671,33,33,26,19,7,14,0.788,0.576,2436,2346
156,UNC,Vermont,W 77-58,2012,1,12,16,2011-12,2011,12,1071,2011-12,2011,12,156,7625,7275,1134,848,2473,1914,0.459,0.443,940,657,1893,1353,0.497,0.486,194,191,580,561,0.334,0.34,629,528,922,714,0.682,0.739,38,36,32,24,6,12,0.842,0.667,3091,2415
157,Ohio State,Syracuse,W 77-70,2012,1,12,75,2011-12,2011,12,244,2011-12,2011,12,157,7800,7425,1057,1006,2219,2156,0.476,0.467,858,773,1623,1488,0.529,0.519,199,233,596,668,0.334,0.349,600,495,846,709,0.709,0.698,39,37,31,34,8,3,0.795,0.919,2913,2740
158,New Mexico,CS Long Beach,W 75-68,2012,1,12,660,2011-12,2011,12,745,2011-12,2011,12,158,7025,6850,876,880,1898,1880,0.462,0.468,612,659,1199,1262,0.51,0.522,264,221,699,618,0.378,0.358,529,529,748,790,0.707,0.67,35,34,28,25,7,9,0.8,0.735,2545,2510
159,Lehigh,Duke,W 75-70,2012,1,12,405,2011-12,2011,12,451,2011-12,2011,12,159,7050,6850,902,874,2030,1915,0.444,0.456,648,600,1304,1176,0.497,0.51,254,274,726,739,0.35,0.371,590,606,768,864,0.768,0.701,35,34,27,27,8,7,0.771,0.794,2648,2628
160,Syracuse,Kansas State,W 75-59,2012,1,12,244,2011-12,2011,12,1338,2011-12,2011,12,160,7425,6675,1006,812,2156,1849,0.467,0.439,773,629,1488,1303,0.519,0.483,233,183,668,546,0.349,0.335,495,536,709,799,0.698,0.671,37,33,34,22,3,11,0.919,0.667,2740,2343
161,Baylor,Xavier,W 75-70,2012,1,12,119,2011-12,2011,12,666,2011-12,2011,12,161,7625,7275,1004,899,2148,1986,0.467,0.453,745,723,1472,1485,0.506,0.487,259,176,676,501,0.383,0.351,572,569,759,819,0.754,0.695,38,36,30,23,8,13,0.789,0.639,2839,2543
162,Georgetown,Belmont,W 74-59,2012,1,12,1606,2011-12,2011,12,131,2011-12,2011,12,162,6700,7050,811,975,1743,2026,0.465,0.481,625,666,1207,1209,0.518,0.551,186,309,536,817,0.347,0.378,470,572,673,779,0.698,0.734,33,35,24,27,9,8,0.727,0.771,2278,2831
