"team1","Schl","Result","year","outcome","Year.x","Random.x","Season.x","G.x","W.x","L.x","W.L..x","MP.x","FG.x","FGA.x","FG..x","X2P.x","X2PA.x","X2P..x","X3P.x","X3PA.x","X3P..x","FT.x","FTA.x","FT..x","PTS.x","SeasonStart.x","Year.y","Random.y","Season.y","G.y","W.y","L.y","W.L..y","MP.y","FG.y","FGA.y","FG..y","X2P.y","X2PA.y","X2P..y","X3P.y","X3PA.y","X3P..y","FT.y","FTA.y","FT..y","PTS.y","SeasonStart.y","Year"
"West Virginia","Kentucky","L 63-71",2011,0,11,1497,"2010-11","33","21","12","0.636","6600","783","1826","0.429","577","1215","0.475","206","611","0.337","531","747","0.711","2303","2010",11,114,"2010-11","38","29","9","0.763","7625","1002","2183","0.459","721","1476","0.488","281","707","0.397","560","789","0.71","2845","2010",11
"Marquette","UNC","L 63-81",2011,0,11,184,"2010-11","37","22","15","0.595","7425","973","2094","0.465","782","1547","0.505","191","547","0.349","645","927","0.696","2782","2010",11,96,"2010-11","37","29","8","0.784","7424","1044","2317","0.451","854","1738","0.491","190","579","0.328","590","878","0.672","2868","2010",11
"Arizona","UConn","L 63-65",2011,0,11,78,"2010-11","38","30","8","0.789","7700","969","2064","0.469","673","1319","0.51","296","745","0.397","671","899","0.746","2905","2010",11,56,"2010-11","41","32","9","0.78","8350","1053","2429","0.434","819","1718","0.477","234","711","0.329","627","822","0.763","2967","2010",11
"Morehead State","Louisville","W 62-61",2011,1,11,1082,"2010-11","35","25","10","0.714","7069","851","1874","0.454","647","1273","0.508","204","601","0.339","506","751","0.674","2412","2010",11,466,"2010-11","35","25","10","0.714","7125","949","2097","0.453","640","1243","0.515","309","854","0.362","416","627","0.663","2623","2010",11
"UNLV","Illinois","L 62-73",2011,0,11,1252,"2010-11","33","24","9","0.727","6625","842","1836","0.459","658","1278","0.515","184","558","0.33","495","718","0.689","2363","2010",11,1079,"2010-11","34","20","14","0.588","6825","894","1910","0.468","662","1310","0.505","232","600","0.387","393","539","0.729","2413","2010",11
"Syracuse","Marquette","L 62-66",2011,0,11,598,"2010-11","35","27","8","0.771","7050","936","1983","0.472","714","1355","0.527","222","628","0.354","474","713","0.665","2568","2010",11,184,"2010-11","37","22","15","0.595","7425","973","2094","0.465","782","1547","0.505","191","547","0.349","645","927","0.696","2782","2010",11
"Kentucky","Ohio State","W 62-60",2011,1,11,114,"2010-11","38","29","9","0.763","7625","1002","2183","0.459","721","1476","0.488","281","707","0.397","560","789","0.71","2845","2010",11,106,"2010-11","37","34","3","0.919","7425","1017","2059","0.494","732","1385","0.529","285","674","0.423","535","763","0.701","2854","2010",11
"VCU","Butler","L 62-70",2011,0,11,100,"2010-11","40","28","12","0.7","8100","968","2228","0.434","629","1311","0.48","339","917","0.37","589","824","0.715","2864","2010",11,302,"2010-11","38","28","10","0.737","7700","919","2122","0.433","630","1300","0.485","289","822","0.352","580","799","0.726","2707","2010",11
"Alabama State","UTSA","L 61-70",2011,0,11,2171,"2010-11","35","17","18","0.486","7050","728","1841","0.395","563","1258","0.448","165","583","0.283","525","870","0.603","2146","2010",11,1181,"2010-11","34","20","14","0.588","6800","802","1871","0.429","568","1204","0.472","234","667","0.351","546","774","0.705","2384","2010",11
"Louisville","Morehead State","L 61-62",2011,0,11,466,"2010-11","35","25","10","0.714","7125","949","2097","0.453","640","1243","0.515","309","854","0.362","416","627","0.663","2623","2010",11,1082,"2010-11","35","25","10","0.714","7069","851","1874","0.454","647","1273","0.508","204","601","0.339","506","751","0.674","2412","2010",11
"George Mason","Villanova","W 61-57",2011,1,11,864,"2010-11","34","27","7","0.794","6875","876","1861","0.471","649","1287","0.504","227","574","0.395","495","718","0.689","2474","2010",11,1182,"2010-11","33","21","12","0.636","6625","796","1819","0.438","586","1215","0.482","210","604","0.348","582","769","0.757","2384","2010",11
"Butler","Wisconsin","W 61-54",2011,1,11,302,"2010-11","38","28","10","0.737","7700","919","2122","0.433","630","1300","0.485","289","822","0.352","580","799","0.726","2707","2010",11,1473,"2010-11","34","25","9","0.735","6849","798","1808","0.441","520","1064","0.489","278","744","0.374","436","533","0.818","2310","2010",11
"Kansas","VCU","L 61-71",2011,0,11,23,"2010-11","38","35","3","0.921","7625","1114","2193","0.508","843","1483","0.568","271","710","0.382","585","862","0.679","3084","2010",11,100,"2010-11","40","28","12","0.7","8100","968","2228","0.434","629","1311","0.48","339","917","0.37","589","824","0.715","2864","2010",11
"Butler","Old Dominion","W 60-58",2011,1,11,302,"2010-11","38","28","10","0.737","7700","919","2122","0.433","630","1300","0.485","289","822","0.352","580","799","0.726","2707","2010",11,1817,"2010-11","34","27","7","0.794","6800","803","1828","0.439","637","1323","0.481","166","505","0.329","459","687","0.668","2231","2010",11
"Indiana State","Syracuse","L 60-77",2011,0,11,1731,"2010-11","34","20","14","0.588","6900","769","1793","0.429","534","1144","0.467","235","649","0.362","480","676","0.71","2253","2010",11,598,"2010-11","35","27","8","0.771","7050","936","1983","0.472","714","1355","0.527","222","628","0.354","474","713","0.665","2568","2010",11
"Ohio State","Kentucky","L 60-62",2011,0,11,106,"2010-11","37","34","3","0.919","7425","1017","2059","0.494","732","1385","0.529","285","674","0.423","535","763","0.701","2854","2010",11,114,"2010-11","38","29","9","0.763","7625","1002","2183","0.459","721","1476","0.488","281","707","0.397","560","789","0.71","2845","2010",11
"VCU","USC","W 59-46",2011,1,11,100,"2010-11","40","28","12","0.7","8100","968","2228","0.434","629","1311","0.48","339","917","0.37","589","824","0.715","2864","2010",11,1734,"2010-11","34","19","15","0.559","6825","813","1832","0.444","609","1255","0.485","204","577","0.354","422","648","0.651","2252","2010",11
"Kentucky","Princeton","W 59-57",2011,1,11,114,"2010-11","38","29","9","0.763","7625","1002","2183","0.459","721","1476","0.488","281","707","0.397","560","789","0.71","2845","2010",11,1890,"2010-11","32","25","7","0.781","6525","788","1696","0.465","595","1165","0.511","193","531","0.363","446","609","0.732","2215","2010",11
"Illinois","Kansas","L 59-73",2011,0,11,1079,"2010-11","34","20","14","0.588","6825","894","1910","0.468","662","1310","0.505","232","600","0.387","393","539","0.729","2413","2010",11,23,"2010-11","38","35","3","0.921","7625","1114","2193","0.508","843","1483","0.568","271","710","0.382","585","862","0.679","3084","2010",11
"Belmont","Wisconsin","L 58-72",2011,0,11,173,"2010-11","35","30","5","0.857","7050","944","2045","0.462","617","1181","0.522","327","864","0.378","575","781","0.736","2790","2010",11,1473,"2010-11","34","25","9","0.735","6849","798","1808","0.441","520","1064","0.489","278","744","0.374","436","533","0.818","2310","2010",11
"Old Dominion","Butler","L 58-60",2011,0,11,1817,"2010-11","34","27","7","0.794","6800","803","1828","0.439","637","1323","0.481","166","505","0.329","459","687","0.668","2231","2010",11,302,"2010-11","38","28","10","0.737","7700","919","2122","0.433","630","1300","0.485","289","822","0.352","580","799","0.726","2707","2010",11
"Cincinnati","UConn","L 58-69",2011,0,11,1083,"2010-11","35","26","9","0.743","7025","848","1939","0.437","628","1288","0.488","220","651","0.338","496","742","0.668","2412","2010",11,56,"2010-11","41","32","9","0.78","8350","1053","2429","0.434","819","1718","0.477","234","711","0.329","627","822","0.763","2967","2010",11
"Princeton","Kentucky","L 57-59",2011,0,11,1890,"2010-11","32","25","7","0.781","6525","788","1696","0.465","595","1165","0.511","193","531","0.363","446","609","0.732","2215","2010",11,114,"2010-11","38","29","9","0.763","7625","1002","2183","0.459","721","1476","0.488","281","707","0.397","560","789","0.71","2845","2010",11
"Florida State","Texas A&M","W 57-50",2011,1,11,1313,"2010-11","34","23","11","0.676","6825","827","1903","0.435","615","1269","0.485","212","634","0.334","482","725","0.665","2348","2010",11,1728,"2010-11","33","24","9","0.727","6700","758","1719","0.441","577","1185","0.487","181","534","0.339","557","799","0.697","2254","2010",11
"Villanova","George Mason","L 57-61",2011,0,11,1182,"2010-11","33","21","12","0.636","6625","796","1819","0.438","586","1215","0.482","210","604","0.348","582","769","0.757","2384","2010",11,864,"2010-11","34","27","7","0.794","6875","876","1861","0.471","649","1287","0.504","227","574","0.395","495","718","0.689","2474","2010",11
"Notre Dame","Florida State","L 57-71",2011,0,11,626,"2010-11","34","27","7","0.794","6900","843","1832","0.46","570","1124","0.507","273","708","0.386","599","827","0.724","2558","2010",11,1313,"2010-11","34","23","11","0.676","6825","827","1903","0.435","615","1269","0.485","212","634","0.334","482","725","0.665","2348","2010",11
"Richmond","Kansas","L 57-77",2011,0,11,572,"2010-11","37","29","8","0.784","7450","922","2007","0.459","635","1272","0.499","287","735","0.39","446","649","0.687","2577","2010",11,23,"2010-11","38","35","3","0.921","7625","1114","2193","0.508","843","1483","0.568","271","710","0.382","585","862","0.679","3084","2010",11
"Akron","Notre Dame","L 56-69",2011,0,11,706,"2010-11","36","23","13","0.639","7325","892","2073","0.43","609","1288","0.473","283","785","0.361","457","649","0.704","2524","2010",11,626,"2010-11","34","27","7","0.794","6900","843","1832","0.46","570","1124","0.507","273","708","0.386","599","827","0.724","2558","2010",11
"Georgetown","VCU","L 56-74",2011,0,11,1713,"2010-11","32","21","11","0.656","6426","809","1703","0.475","586","1072","0.547","223","631","0.353","417","568","0.734","2258","2010",11,100,"2010-11","40","28","12","0.7","8100","968","2228","0.434","629","1311","0.48","339","917","0.37","589","824","0.715","2864","2010",11
"UConn","Kentucky","W 56-55",2011,1,11,56,"2010-11","41","32","9","0.78","8350","1053","2429","0.434","819","1718","0.477","234","711","0.329","627","822","0.763","2967","2010",11,114,"2010-11","38","29","9","0.763","7625","1002","2183","0.459","721","1476","0.488","281","707","0.397","560","789","0.71","2845","2010",11
"Xavier","Marquette","L 55-66",2011,0,11,1484,"2010-11","32","24","8","0.75","6500","784","1700","0.461","611","1174","0.52","173","526","0.329","565","756","0.747","2306","2010",11,184,"2010-11","37","22","15","0.595","7425","973","2094","0.465","782","1547","0.505","191","547","0.349","645","927","0.696","2782","2010",11
"Kentucky","UConn","L 55-56",2011,0,11,114,"2010-11","38","29","9","0.763","7625","1002","2183","0.459","721","1476","0.488","281","707","0.397","560","789","0.71","2845","2010",11,56,"2010-11","41","32","9","0.78","8350","1053","2429","0.434","819","1718","0.477","234","711","0.329","627","822","0.763","2967","2010",11
"Wisconsin","Butler","L 54-61",2011,0,11,1473,"2010-11","34","25","9","0.735","6849","798","1808","0.441","520","1064","0.489","278","744","0.374","436","533","0.818","2310","2010",11,302,"2010-11","38","28","10","0.737","7700","919","2122","0.433","630","1300","0.485","289","822","0.352","580","799","0.726","2707","2010",11
"Boston U.","Kansas","L 53-72",2011,0,11,1654,"2010-11","35","21","14","0.6","7025","749","1865","0.402","484","1118","0.433","265","747","0.355","507","695","0.729","2270","2010",11,23,"2010-11","38","35","3","0.921","7625","1114","2193","0.508","843","1483","0.568","271","710","0.382","585","862","0.679","3084","2010",11
"UConn","Butler","W 53-41",2011,1,11,56,"2010-11","41","32","9","0.78","8350","1053","2429","0.434","819","1718","0.477","234","711","0.329","627","822","0.763","2967","2010",11,302,"2010-11","38","28","10","0.737","7700","919","2122","0.433","630","1300","0.485","289","822","0.352","580","799","0.726","2707","2010",11
"UAB","Clemson","L 52-70",2011,0,11,2277,"2010-11","31","22","9","0.71","6350","756","1725","0.438","517","1027","0.503","239","698","0.342","368","513","0.717","2119","2010",11,1395,"2010-11","34","22","12","0.647","6850","810","1827","0.443","593","1197","0.495","217","630","0.344","493","703","0.701","2330","2010",11
"Bucknell","UConn","L 52-81",2011,0,11,1167,"2010-11","34","25","9","0.735","6826","827","1855","0.446","593","1270","0.467","234","585","0.4","499","633","0.788","2387","2010",11,56,"2010-11","41","32","9","0.78","8350","1053","2429","0.434","819","1718","0.477","234","711","0.329","627","822","0.763","2967","2010",11
"UCSB","Florida","L 51-79",2011,0,11,2065,"2010-11","32","18","14","0.563","6475","742","1636","0.454","515","1025","0.502","227","611","0.372","459","610","0.752","2170","2010",11,377,"2010-11","37","29","8","0.784","7575","968","2083","0.465","735","1422","0.517","233","661","0.352","498","744","0.669","2667","2010",11
"UNC Asheville","Pitt","L 51-74",2011,0,11,754,"2010-11","34","20","14","0.588","6951","881","1950","0.452","713","1435","0.497","168","515","0.326","576","810","0.711","2506","2010",11,734,"2010-11","34","28","6","0.824","6825","886","1866","0.475","684","1354","0.505","202","512","0.395","540","805","0.671","2514","2010",11
"Northern Colo.","San Diego State","L 50-68",2011,0,11,1566,"2010-11","32","21","11","0.656","6400","731","1708","0.428","477","1051","0.454","254","657","0.387","571","742","0.77","2287","2010",11,386,"2010-11","37","34","3","0.919","7450","991","2141","0.463","768","1502","0.511","223","639","0.349","455","653","0.697","2660","2010",11
"Texas A&M","Florida State","L 50-57",2011,0,11,1728,"2010-11","33","24","9","0.727","6700","758","1719","0.441","577","1185","0.487","181","534","0.339","557","799","0.697","2254","2010",11,1313,"2010-11","34","23","11","0.676","6825","827","1903","0.435","615","1269","0.485","212","634","0.334","482","725","0.665","2348","2010",11
"Morehead State","Richmond","L 48-65",2011,0,11,1082,"2010-11","35","25","10","0.714","7069","851","1874","0.454","647","1273","0.508","204","601","0.339","506","751","0.674","2412","2010",11,572,"2010-11","37","29","8","0.784","7450","922","2007","0.459","635","1272","0.499","287","735","0.39","446","649","0.687","2577","2010",11
"USC","VCU","L 46-59",2011,0,11,1734,"2010-11","34","19","15","0.559","6825","813","1832","0.444","609","1255","0.485","204","577","0.354","422","648","0.651","2252","2010",11,100,"2010-11","40","28","12","0.7","8100","968","2228","0.434","629","1311","0.48","339","917","0.37","589","824","0.715","2864","2010",11
"UTSA","Ohio State","L 46-75",2011,0,11,1181,"2010-11","34","20","14","0.588","6800","802","1871","0.429","568","1204","0.472","234","667","0.351","546","774","0.705","2384","2010",11,106,"2010-11","37","34","3","0.919","7425","1017","2059","0.494","732","1385","0.529","285","674","0.423","535","763","0.701","2854","2010",11
"Hampton","Duke","L 45-87",2011,0,11,1974,"2010-11","33","24","9","0.727","6700","746","1843","0.405","533","1185","0.45","213","658","0.324","492","759","0.648","2197","2010",11,45,"2010-11","37","32","5","0.865","7400","1040","2206","0.471","749","1428","0.525","291","778","0.374","622","826","0.753","2993","2010",11
"Tennessee","Michigan","L 45-75",2011,0,11,1201,"2010-11","34","19","15","0.559","6850","837","1941","0.431","662","1358","0.487","175","583","0.3","527","770","0.684","2376","2010",11,1402,"2010-11","35","21","14","0.6","7050","847","1889","0.448","564","1085","0.52","283","804","0.352","351","502","0.699","2328","2010",11
"St. Peter's","Purdue","L 43-65",2011,0,11,2475,"2010-11","34","20","14","0.588","6828","713","1782","0.4","516","1209","0.427","197","573","0.344","446","693","0.644","2069","2010",11,889,"2010-11","34","26","8","0.765","6825","875","1957","0.447","640","1312","0.488","235","645","0.364","481","673","0.715","2466","2010",11
"Butler","UConn","L 41-53",2011,0,11,302,"2010-11","38","28","10","0.737","7700","919","2122","0.433","630","1300","0.485","289","822","0.352","580","799","0.726","2707","2010",11,56,"2010-11","41","32","9","0.78","8350","1053","2429","0.434","819","1718","0.477","234","711","0.329","627","822","0.763","2967","2010",11
"Kentucky","Indiana","W 102-90",2012,1,12,14,"2011-12","40","38","2","0.95","8000","1096","2248","0.488","871","1653","0.527","225","595","0.378","678","938","0.723","3095","2011",12,185,"2011-12","36","27","9","0.75","7200","949","1928","0.492","720","1397","0.515","229","531","0.431","655","858","0.763","2782","2011",12
"Indiana","Kentucky","L 90-102",2012,0,12,185,"2011-12","36","27","9","0.75","7200","949","1928","0.492","720","1397","0.515","229","531","0.431","655","858","0.763","2782","2011",12,14,"2011-12","40","38","2","0.95","8000","1096","2248","0.488","871","1653","0.527","225","595","0.378","678","938","0.723","3095","2011",12
"Michigan State","LIU","W 89-67",2012,1,12,401,"2011-12","37","29","8","0.784","7425","960","2012","0.477","760","1457","0.522","200","555","0.36","531","759","0.7","2651","2011",12,210,"2011-12","34","25","9","0.735","6825","920","1940","0.474","695","1334","0.521","225","606","0.371","704","965","0.73","2769","2011",12
